5.495324000991518965e+00 3.346987610829334159e+00
1.472977523113003784e+00 2.230821368612625477e-01
-5.143305092192494321e+00 -1.328933048969361685e+01
5.899407344072940873e+00 4.404926316438631417e+00
5.789666456125330818e-01 5.133277281437274908e+00
-2.724693950044022372e+00 -9.287800317509789849e+00
-9.347905263414444832e+00 8.150095305835103332e+00
7.574221750629959171e-01 3.690702339995721282e+00
3.459708237098610528e+00 3.074262446703547536e+00
-2.284452454983676439e-01 2.636525372239993281e+00
1.304428879614284664e+00 2.370393378113058613e+00
-4.578843719129579881e+00 -1.390666679012582563e+00
-9.336148409703996620e+00 6.700692990748631672e+00
-3.325589863257167433e+00 -8.056544654370799918e+00
-7.168613169615069225e+00 7.996931221413309920e+00
-7.308662592868800267e+00 -6.390885628621569836e+00
-4.577902150078807075e+00 1.250163853948778581e+01
-8.710048225617569528e+00 7.927855542941030897e+00
-6.787838839709932071e-01 6.244841416221921904e+00
3.590447645013330913e+00 3.410357703969886245e+00
4.021012517636902039e+00 -3.206152936714333990e+00
-1.945588709774527914e+00 9.793794599566517434e+00
-7.803390435022998339e+00 5.798663333556464572e+00
-6.505109722671893913e+00 -5.772094249257611054e+00
-1.101446090581486237e+00 7.085681626261685295e+00
1.313059783223458066e+00 4.546616281156322437e+00
-1.809655600457239721e+00 1.233383761633481335e+01
-1.123483349855559865e+01 6.636767330700701351e+00
2.623335199640013382e+00 5.306082858188259976e+00
-1.147108206526957019e+01 3.269066930943658633e+00
3.542764832064991154e+00 9.999137613465849395e-01
-1.008000858489401530e+01 1.307947130825226978e+01
9.354128685764369067e-01 4.491735832888394953e+00
-1.151042419945241413e+01 8.020619513509515741e+00
-1.894486974368607690e-01 1.110966639620976792e+01
-9.405751739666442290e+00 -6.019687664361832447e+00
4.499459413610960468e+00 8.567733327917245845e+00
1.898788733477531299e+00 4.803948224350636842e+00
4.940537964626670941e+00 4.109998415748424172e+00
-3.860634675370061331e+00 8.357975191163449225e+00
-6.305392952453798827e-01 6.833730179959427886e+00
-9.249844749121900023e+00 1.041699485858211816e+01
-5.063500924964018601e+00 6.077949371655715360e+00
-4.865442446088872330e+00 -5.450973039491515237e+00
-6.145906911683295171e+00 5.951511380780093674e+00
-6.449654288106487776e+00 -6.775627359924611959e+00
-4.446233151027279007e-02 5.790196512593317912e+00
4.703595182521638662e+00 2.040120997806158520e+00
-7.065768443032366619e+00 9.433808336429533981e+00
-6.745458858830878590e+00 -8.335717343113488553e+00
3.055105532506892985e+00 -1.195868232877277393e+00
-1.156014092802850257e+01 8.673362557990163424e+00
-5.242460717968064898e+00 -6.763231350209522930e+00
-2.352142931825207839e+00 8.147330535259360573e+00
-6.802578556650900055e-01 1.043095102252644857e+01
1.163727810793429018e+00 5.796468027786898070e+00
-1.705912779631393761e+00 7.455239538861849979e+00
-6.923812238736302582e+00 -5.637007195837364648e+00
-1.038193646313570895e+01 -7.843368705449250022e+00
-4.292369284526326823e+00 8.756129134897799204e+00
4.498850867363464623e+00 4.122239905068518340e+00
-1.020096272104395396e+01 1.143204477097931004e+01
-8.258401744741139083e+00 -7.752438103131910729e+00
2.769255978644458160e+00 4.590075835423808037e+00
-8.401509870784627410e+00 -2.827993619226611521e+00
3.306992506690646039e+00 2.919045216114590779e-02
-1.296978984611842733e+01 8.466503401051927113e+00
-8.851987307600770905e+00 9.210127158014897120e+00
6.343103223680143010e+00 -1.017022954589252848e-01
6.955479020210799668e+00 3.036514019370078810e+00
-1.045474410416670530e+01 9.337102763623695623e+00
-6.591392257601993876e+00 -8.412475822594428720e+00
4.886017124089110375e+00 3.606144587712789118e+00
-5.433500981449296496e+00 -3.889516400477976088e+00
-8.503825977931258606e+00 6.565079480483114516e+00
-2.290773137019659345e+00 1.119373735689732285e+01
-7.626126773631679789e+00 5.252007331070128515e+00
6.718939629443628547e+00 1.557139876944006573e+00
2.141083183929986866e+00 5.915778181643883471e+00
-5.710360771347055220e+00 8.578596104790392474e+00
-4.911343589163587708e+00 8.693932286900411199e+00
8.341056191605989767e+00 1.412838594938880643e+00
-7.255642871864192323e+00 -6.550003798800970500e+00
-4.386215853491858496e+00 -9.219897929308391582e+00
-1.114274811137672216e+01 1.149523118975062630e+01
5.749844113210102137e+00 2.389050962254198218e+00
-2.998980330313995690e+00 1.148653404516949905e+01
4.760906906721542597e+00 7.584412672746424278e+00
-2.302735875847869984e+00 4.542256070346312846e+00
-9.691365173857855453e+00 6.865467105268389325e+00
1.737466811810730150e+00 -9.407575532024043952e-01
-1.132090262052722629e+01 2.479519081355617161e+00
1.025374615648563470e+00 2.430962864641983856e+00
3.450423539128157913e+00 6.658276200322410965e+00
-1.141914058397450304e+00 3.974464017506345481e+00
-9.792660511523308742e+00 -4.268249321674277397e+00
-6.826432857475593252e+00 8.954629908437583552e+00
-2.977472686356619214e+00 7.905034025215947224e+00
-6.702698012940066619e+00 -1.137606113347318981e+01
-1.112392684933740306e+01 7.462302577656639180e+00
-6.050112246187242526e+00 -7.765121921012507755e+00
-6.424431706461586344e-02 4.697781767074175718e+00
4.034879282479732154e+00 -5.165136107280261513e-01
-5.889594678531271832e+00 -8.009731598069322445e+00
-4.737904354596798484e+00 7.740116236592085031e+00
4.550879740050627120e+00 3.506546253029136917e+00
-2.766912274871140554e+00 1.179937283013861027e+01
-4.664901794578956817e+00 -7.361584492783341815e+00
8.178118164678496171e-01 3.957751670736547212e+00
-4.366566315835901158e+00 8.291167984479086428e+00
-2.313341719516865069e+00 8.341519589650120636e+00
8.066908010084830494e+00 3.185717282231213865e+00
-8.576047516101292345e+00 -7.511628516226187990e+00
-6.990920537869244278e+00 -5.361765735901087737e+00
-1.118914844318333479e+01 2.899220589402698778e+00
-1.997412770193458975e+00 1.195535732533378415e+01
-1.191380482807070784e+01 6.817800761240165208e+00
-6.580445424320799042e+00 -8.455381426889086782e+00
-1.736056471523712119e+00 5.047445778632170033e+00
-2.782966746587889340e+00 1.122138575665589499e+01
-7.966796731324861547e+00 -3.338639375873372561e+00
2.417858976687011996e+00 7.195614986149230674e+00
-5.111576834186897678e+00 -5.922830079259775893e+00
-7.300088390514328118e+00 -7.869504474392840621e+00
-9.695590895579769608e+00 -3.631639234111113002e+00
-8.137201347512343474e+00 -6.031382874380774695e+00
-8.900236292999942123e+00 1.131108900800562722e+01
-6.474865351055943741e+00 -3.748104449000598137e+00
1.079208192959089097e-01 9.037310515492391616e+00
4.086956942034726481e+00 1.359541652008473545e+00
5.139679822403955711e+00 8.959852851979079880e-01
-1.067927524433620157e+01 7.315930386324061452e+00
4.813957528435242494e+00 3.528023095213872473e-02
6.121864795367539802e-01 6.101836868782116063e+00
-8.313748227590934903e+00 -4.204822398283955209e+00
4.009297233445283659e+00 3.986317862642104082e+00
5.527396156579269082e+00 1.025954602095140444e+00
1.723874305503385163e+00 1.968760620411965423e+00
-2.061313308012442391e+00 7.663798154591033196e+00
-9.255224989110853784e+00 7.031426341098494071e+00
-3.769769461316833770e+00 -5.420512346199251041e+00
-2.551984090833800067e+00 6.758595057763251646e+00
8.837169537050151291e-01 3.195730116795585829e+00
-2.769406258426291512e+00 8.336802813122421441e+00
7.021333931639674120e+00 -1.983994160511274973e+00
5.224254465101435763e+00 -6.154272254418735599e-02
-5.500885904760488110e+00 -9.250294610416673891e+00
4.910544007579873416e+00 3.130657060572917594e+00
4.387140724423733928e+00 1.475988084990980331e+00
-2.238332765781842149e+00 4.641362397510020443e+00
-5.909409855488714669e+00 1.083692310813412263e+01
-6.769692032918435132e+00 -6.788778288067211619e+00
6.063638034967242518e+00 7.082228614000622535e+00
3.446799194890109774e+00 1.892058113504575534e-01
6.215370960604627015e-02 1.070613545174356318e+01
5.974356666656964521e+00 1.276690195484253998e+00
2.669737766112397992e+00 -1.138129710729024247e+00
